run_id,contact_id,brief_id,level,level_name,stratum,gender,formal,gender_paired,ocean_source,lifecycle_stage,used_model,provider,model,tier,reused_from,ok,skipped,error,rules_accepted,rules_failures,rules_unchecked,seconds,chars
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,1,3d,role,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,1,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.06,359
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.87,111
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,10,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.31,44
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,4,aspects,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.09,132
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,1,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.37,267
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.59,119
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,10,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.05,252
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,6a,recommendations,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.13,239
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,6b,topics,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.77,111
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,10,6c,lifecycle,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.33,209
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,6d,pricing,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,10.63,262
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,1,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.4,389
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,26,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.75,204
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,1,10,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.12,336
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,125
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,360
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,7.48,351
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.53,127
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.38,363
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,3a,linguistic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.8,259
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,3b,purchases,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.02,126
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,3c,reviews,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.52,126
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,3d,role,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.47,351
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,7.37,140
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.09,343
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,4,aspects,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.1,133
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.47,248
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.4,172
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.79,381
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,6a,recommendations,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.14,206
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,6b,topics,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.75,133
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,6c,lifecycle,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.69,372
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,6d,pricing,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,6.08,369
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,1,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.46,286
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,26,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,5.48,215
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,11,10,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,smoke-terra-low-p241-ladder-c11,1,,,1,,,7.39,345
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,123
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,358
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.1,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.64,125
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.66,361
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,3a,linguistic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.87,327
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,3b,purchases,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.78,124
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,3c,reviews,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.98,125
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,3d,role,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.8,300
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.41,122
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.95,325
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,4,aspects,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.82,166
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,16.17,207
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,14.41,152
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,16.49,266
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,6a,recommendations,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,15.81,163
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,6b,topics,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.28,163
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,6c,lifecycle,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.84,226
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,6d,pricing,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.37,349
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,1,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.98,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,26,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.93,146
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,13,10,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.48,356
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,0,generic,prospect,m,True,0,,prospect,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,0,generic,prospect,m,True,0,,prospect,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,0,generic,prospect,m,True,0,,prospect,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,1,merge,prospect,m,True,0,,prospect,0,,,,,1,,,1,,,0.0,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,1,merge,prospect,m,True,0,,prospect,0,,,,,1,,,1,,,0.0,123
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,1,merge,prospect,m,True,0,,prospect,0,,,,,1,,,1,,,0.0,358
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,2,morphology,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.74,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,2,morphology,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.12,124
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,2,morphology,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.63,361
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,3a,linguistic,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,3b,purchases,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,purchases,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,3c,reviews,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,reviews,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,3d,role,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.4,349
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,3,behaviour,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,3,behaviour,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,3,behaviour,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,4,aspects,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,aspects",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,5,psychographic,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,5,psychographic,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,5,psychographic,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,6a,recommendations,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean,recommendations",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,6b,topics,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,6c,lifecycle,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,6d,pricing,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean,recommendations,pricing",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,1,6,hyper,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean,recommendations,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,26,6,hyper,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean,recommendations,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,426,10,6,hyper,prospect,m,True,0,,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,ocean,recommendations,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,114
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.77,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.58,116
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.22,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,3a,linguistic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.06,336
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,3b,purchases,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.85,113
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,3c,reviews,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,9.23,113
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,3d,role,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.96,355
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.98,111
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.21,358
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,4,aspects,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.09,141
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.62,209
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.73,132
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.16,272
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,6a,recommendations,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.42,220
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,6b,topics,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.82,96
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,6c,lifecycle,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.1,226
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,6d,pricing,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.72,265
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,1,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.52,290
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,26,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.53,231
