item_id,translator,verdict,fixes_json
rt::ADLVFFE4VBT8::B0007LJHVA::1188691200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""musel řídit pokyny o mnoho kilometrů navíc"", ""with"": ""musel ujet o mnoho kilometrů navíc jen kvůli následování pokynů"", ""why"": ""Doslovný překlad 'driving ... by following the directions' vytvořil gramatický a významový nesmysl 'řídit pokyny'.""}]"
rt::ADLVFFE4VBT8::B000HPV3RW::1245024000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""šmejda Belkinu"", ""with"": ""zaplaceného propagátora značky Belkin"", ""why"": ""Anglické slovo 'shill' znamená v daném kontextu zaplaceného nebo nastrčeného propagátora, nikoliv 'šmejda'.""}, {""replace"": ""To se pravděpodobně přičte k ceně nového zařízení"", ""with"": ""To se pravděpodobně vyrovná ceně za koupi nového zařízení"", ""why"": ""Fráze 'add up to the price' zde znamená, že se poplatky nasčítají a v celkovém úhrnu se tak vyrovnají ceně nového kusu, nikoliv že se k této ceně přičtou navíc.""}]"
rs::ADLVFFE4VBT8::B000FVGM38::1262908800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B00020BJA8::1246665600::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000PKC102::1219276800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000MF7R4K::1173484800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B0007SKSES::1226102400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B00006B8K2::1244160000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""záruku Fellowes 99090"", ""with"": ""ten Fellowes 99090"", ""why"": ""Překlad chybně vložil slovo 'záruku', originál odkazuje přímo na produkt ('that Fellowes 99090').""}]"
rs::ADLVFFE4VBT8::B00002NDRF::1298419200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B00093IIRA::1225324800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000M17AVO::1221782400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000DZKUHA::1222387200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000J38QBS::1289520000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Univerzální kabel HDMI 1.3 pro všechny typy zařízení"", ""with"": ""Neznačkový univerzální kabel HDMI 1.3"", ""why"": ""Překlad vynechal slovo 'generic' (neznačkový) a svévolně přidal informaci 'pro všechny typy zařízení'.""}]"
rt::ADLVFFE4VBT8::B000MX48VM::1251072000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""pro naši dívku za 50 dolarů"", ""with"": ""do videokamery naší dcery za 50 dolarů"", ""why"": ""Překlad zcela vynechal slovo 'camcorder', čímž změnil význam věty a cenu nesmyslně vztáhl na dívku.""}]"
rt::ADLVFFE4VBT8::B000FZX9I0::1223251200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B00009V2W9::1255305600::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000261N6M::1220745600::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000EF3YQI::1267747200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000M2GYF6::1223251200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B00093IIRA::1225324800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B00002NDRF::1298419200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B0002CPBUK::1229990400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000HDL05O::1276041600::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000J38QBS::1289520000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace rtů"", ""why"": ""Anglický termín 'Auto lip-sync' byl mylně a nesmyslně přeložen se zdvojením slova jako 'rtů a rtů'.""}]"
rs::ADLVFFE4VBT8::B000NO8GNG::1231200000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000EF3YQI::1267747200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000M2GYF6::1223251200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B00009V2W9::1255305600::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Tlustý vodič s nízkou hmotností"", ""with"": ""Špinavě bílý tlustý vodič"", ""why"": ""Přívlastek 'Off-white' označuje špinavě bílou barvu, překladatel si to mylně spojil s hmotností ('s nízkou hmotností').""}]"
rs::ADLVFFE4VBT8::B0009MFTSW::1271203200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B00005114Z::1242691200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000JMJWV2::1293580800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B0002CPBUK::1229990400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""je pro mě těžké tuto klávesnici vylepšit"", ""with"": ""těžko bych hledal něco lepšího"", ""why"": ""Obrat 'hard to improve on this one' znamená, že je těžké najít lepší alternativu na trhu, nikoliv že by uživatel chtěl stávající produkt fyzicky 'vylepšit'.""}]"
rs::ADLVFFE4VBT8::B0000VP1WQ::1245628800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000FDVK2E::1249516800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000HDL05O::1276041600::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace rtů"", ""why"": ""Anglický termín 'Auto lip-sync' byl mylně a nesmyslně přeložen se zdvojením slova jako 'rtů a rtů'.""}]"
rt::ADLVFFE4VBT8::B000NO8GNG::1231200000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace rtů"", ""why"": ""Anglický termín 'Auto lip-sync' byl mylně a nesmyslně přeložen se zdvojením slova jako 'rtů a rtů'.""}]"
rt::ADLVFFE4VBT8::B000HEANB0::1292371200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Doslovný překlad termínu 'lip-sync' jako 'synchronizace rtů a rtů' je nesmyslný.""}]"
rs::ADLVFFE4VBT8::B000FITJ04::1239580800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000M51NRM::1263340800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B0001IXUDK::1246924800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B00006343P::1320364800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B0009Y7APU::1239062400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000HKGK8Y::1264896000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B0002L5R78::1229212800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000OH56ZS::1228780800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000JVCPEY::1231632000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Doslovný překlad termínu 'lip-sync' jako 'synchronizace rtů a rtů' je nesmyslný.""}, {""replace"": ""nic jiného než „neuvěřitelná pochybnost a pochybnosti“"", ""with"": ""nic jiného než FUD"", ""why"": ""Překladatel svévolně změnil zkratku 'FUD' na podivnou a nesprávnou definici, navíc v textu již byla zkratka zavedena.""}]"
rs::ADLVFFE4VBT8::B000BYA5NC::1263427200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000067RVL::1250640000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B0001IXUDK::1246924800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Doslovný překlad termínu 'lip-sync' jako 'synchronizace rtů a rtů' je nesmyslný.""}]"
rt::ADLVFFE4VBT8::B000M51NRM::1263340800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Doslovný překlad termínu 'lip-sync' jako 'synchronizace rtů a rtů' je nesmyslný.""}]"
rs::ADLVFFE4VBT8::B000KZ67FC::1247011200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B00005114Z::1242691200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000M4XMGI::1225152000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B0002KKIUA::1297382400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000OEOMOW::1226880000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B0009MFTSW::1271203200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000JMJWV2::1293580800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""pro naši dívku za 50 dolarů a funguje s ní dobře."", ""with"": ""pro videokameru naší dcery za 50 dolarů a funguje s ní dobře."", ""why"": ""Překladatel vynechal slovo 'camcorder' (videokamera) z fráze 'our girl $50 camcorder', čímž změnil význam na to, že uživatel koupil kartu pro dívku za 50 dolarů.""}]"
rs::ADLVFFE4VBT8::B000HEANB0::1292371200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000FDVK2E::1249516800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""PAMÁTNÍHO USB"", ""with"": ""proprietárního USB"", ""why"": ""Slovo 'proprietary' (vlastní, proprietární) bylo nesprávně přeloženo jako 'památný', což nedává v kontextu smysl.""}, {""replace"": ""A stydím se, Sony."", ""with"": ""A styď se, Sony."", ""why"": ""Fráze 'shame on you' znamená 'styď se', překlad ale nesprávně použil 1. osobu ('stydím se').""}]"
rt::ADLVFFE4VBT8::B0000VP1WQ::1245628800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B0009Y7APU::1239062400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B00006343P::1320364800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000M4XMGI::1225152000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B0002KKIUA::1297382400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000JVCPEY::1231632000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000OEOMOW::1226880000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Pouzdro na pouzdro může být"", ""with"": ""Obal může být"", ""why"": ""Slovo 'skin' (označující obal či polep na telefon) bylo chybně přeloženo jako nesmyslné 'pouzdro na pouzdro'.""}, {""replace"": ""vyjímání a vyjímání Blackberry z pouzdra"", ""with"": ""vkládání a vyjímání Blackberry z pouzdra"", ""why"": ""Fráze 'take in and out' byla chybně přeložena s duplikací slova 'vyjímání', čímž se ztratil význam 'vkládání' z originálu.""}]"
rs::ADLVFFE4VBT8::B000MDZKUU::1369872000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0007LJHVA::1188691200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000HPV3RW::1245024000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000PKC102::1219276800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0001LTT64::1229990400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000BYA5NC::1263427200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000067RVL::1250640000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000FNBYKW::1263772800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000CATRHK::1220572800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000067SGI::1298246400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000LQFI2I::1249516800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000MDZKUU::1369872000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000KZ67FC::1247011200::tr=claude-opus-4-7,claude-opus-4-7,INVALID,"[{""replace"": ""CS: [Pamatuje si někdo"", ""with"": ""[Pamatuje si někdo"", ""why"": ""Překlad obsahuje na začátku textu navíc prefix 'CS: ', který se v anglickém originále nevyskytuje.""}]"
rt::ADLVFFE4VBT8::B0001LTT64::1229990400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000067RVL::1250640000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000FITJ04::1239580800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Překlad 'Auto lip-sync' jako 'synchronizace rtů a rtů' je nesmyslný a zdvojuje slovo.""}]"
rt::ADLVFFE4VBT8::B0002L5R78::1229212800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Nesmyslný překlad 'Auto lip-sync', který navíc zdvojuje slovo 'rtů'.""}]"
rs::ADLVFFE4VBT8::B000FNBYKW::1263772800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000HKGK8Y::1264896000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""ale RCA v tomto ohledu nechybí"", ""with"": ""ale RCA za to v tomto ohledu nemůže"", ""why"": ""Anglické 'blameless' znamená 'bez viny', nikoliv 'nechybí'.""}]"
rt::ADLVFFE4VBT8::B000OH56ZS::1228780800::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""- The Funkce"", ""with"": ""- Funkce"", ""why"": ""Anglický určitý člen 'The' zůstal v překladu nepřeložen.""}]"
rs::ADLVFFE4VBT8::B0001LTT64::1229990400::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rs::ADLVFFE4VBT8::B000MDZKUU::1369872000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000BYA5NC::1263427200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000067RVL::1250640000::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,VALID,[]
rt::ADLVFFE4VBT8::B000KZ67FC::1247011200::tr=vertex-cloud-translation-v3,vertex-cloud-translation-v3,INVALID,"[{""replace"": ""Automatická synchronizace rtů a rtů"", ""with"": ""Automatická synchronizace obrazu a zvuku"", ""why"": ""Nesmyslný překlad 'Auto lip-sync', který nesprávně zdvojuje slovo 'rtů'.""}]"
rs::ADLVFFE4VBT8::B0001LTT64::1229990400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0007LJHVA::1188691200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000FNBYKW::1263772800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000HPV3RW::1245024000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000PKC102::1219276800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B00020BJA8::1246665600::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000FVGM38::1262908800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000MF7R4K::1173484800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000PKC102::1219276800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000067SGI::1298246400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000067SGI::1298246400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000MDZKUU::1369872000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,INVALID,"[{""replace"": ""jako my proprietární USB kabel"", ""with"": ""jako je proprietární USB kabel"", ""why"": ""Překladatel otrocky přeložil anglický překlep 'us' (místo 'as') jako 'my', což v české větě nedává vůbec smysl a tvoří nesrozumitelný text.""}]"
rt::ADLVFFE4VBT8::B000FNBYKW::1263772800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000CATRHK::1220572800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0007LJHVA::1188691200::tr=claude-opus-4-7,claude-opus-4-7,INVALID,"[{""replace"": ""EN: Používám c330"", ""with"": ""Používám c330"", ""why"": ""Překladatel na začátek textu vložil artefakt 'EN:', který se v originále vůbec nevyskytuje.""}]"
rt::ADLVFFE4VBT8::B000KZ67FC::1247011200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0007SKSES::1226102400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000LQFI2I::1249516800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000BYA5NC::1263427200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000I1IGQ6::1283126400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000FZX9I0::1223251200::tr=claude-opus-4-7,claude-opus-4-7,INVALID,"[{""replace"": ""Mohlo by ti být lépe"", ""with"": ""Udělal bys lépe"", ""why"": ""Obrat 'be better off' v tomto kontextu znamená 'udělat lépe' nebo 'být na tom lépe' ohledně volby produktu, nikoliv doslovně 'být někomu lépe' ve smyslu zdravotního nebo psychického stavu.""}]"
rs::ADLVFFE4VBT8::B0007SKSES::1226102400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000MX48VM::1251072000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B0007LJHVA::1188691200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000CATRHK::1220572800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0007SKSES::1226102400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B00093IIRA::1225324800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000I1IGQ6::1283126400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B00006B8K2::1244160000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B00002NDRF::1298419200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000I1IGQ6::1283126400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000DZKUHA::1222387200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000J38QBS::1289520000::tr=claude-opus-4-7,claude-opus-4-7,INVALID,"[{""replace"": ""Univerzální HDMI 1.3 kabel"", ""with"": ""Neznačkový, univerzální HDMI 1.3 kabel"", ""why"": ""Překlad vynechal slovo 'Generic', čímž došlo k odstranění informace, že se jedná o neznačkový kabel.""}]"
rt::ADLVFFE4VBT8::B000LQFI2I::1249516800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
